0.000000000000000000e+00,0.000000000000000000e+00
3.852054751087428258e-02,1.001390820584144650e-02
3.364530789658093379e-01,2.002781641168289301e-02
3.858255191992316369e-01,3.004172461752433951e-02
1.134372603822332293e+00,4.005563282336578601e-02
1.135373241797392740e+00,5.006954102920722904e-02
1.136373879772453188e+00,6.008344923504867902e-02
1.137374517747513636e+00,7.009735744089012899e-02
1.138375155722574306e+00,8.011126564673157202e-02
1.139375793697634753e+00,9.012517385257301505e-02
1.140376431672695201e+00,1.001390820584144581e-01
1.141377069647755649e+00,1.101529902642559150e-01
1.142377707622816319e+00,1.201668984700973580e-01
1.143378345597876766e+00,1.301808066759388149e-01
1.144378983572937214e+00,1.401947148817802580e-01
1.145379621547997884e+00,1.502086230876217010e-01
1.146380259523058331e+00,1.602225312934631440e-01
1.147380897498118779e+00,1.702364394993045871e-01
1.148381535473179227e+00,1.802503477051460301e-01
1.149382173448239897e+00,1.902642559109874731e-01
1.150382811423300344e+00,2.002781641168289162e-01
1.151383449398360792e+00,2.102920723226703870e-01
1.152384087373421462e+00,2.203059805285118300e-01
1.153384725348481910e+00,2.303198887343532730e-01
1.154385363323542357e+00,2.403337969401947161e-01
1.155386001298602805e+00,2.503477051460361591e-01
1.156386639273663475e+00,2.603616133518776299e-01
1.157387277248723922e+00,2.703755215577190452e-01
1.158387915223784370e+00,2.803894297635605160e-01
1.159388553198845040e+00,2.904033379694019312e-01
1.160389191173905488e+00,3.004172461752434020e-01
1.161389829148965935e+00,3.104311543810848173e-01
1.162390467124026383e+00,3.204450625869262881e-01
1.163391105099087053e+00,3.304589707927677589e-01
1.164391743074147501e+00,3.404728789986091742e-01
1.165392381049207948e+00,3.504867872044506449e-01
1.166393019024268396e+00,3.605006954102920602e-01
1.167393656999329066e+00,3.705146036161335310e-01
1.168394294974389513e+00,3.805285118219749463e-01
1.169394932949449961e+00,3.905424200278164171e-01
1.170395570924510631e+00,4.005563282336578323e-01
1.171396208899571079e+00,4.105702364394993031e-01
1.172396846874631526e+00,4.205841446453407739e-01
1.173397484849691974e+00,4.305980528511821892e-01
1.174398122824752644e+00,4.406119610570236600e-01
1.175398760799813092e+00,4.506258692628650753e-01
1.176399398774873539e+00,4.606397774687065461e-01
1.177400036749934209e+00,4.706536856745479613e-01
1.178400674724994657e+00,4.806675938803894321e-01
1.179401312700055104e+00,4.906815020862309029e-01
