Time,Skel107:Hips.X,Skel107:Hips.Y,Skel107:Hips.Z,Skel107:Spine.X,Skel107:Spine.Y,Skel107:Spine.Z,Skel107:LeftShoulder.X,Skel107:LeftShoulder.Y,Skel107:LeftShoulder.Z,Skel107:LeftArm.X,Skel107:LeftArm.Y,Skel107:LeftArm.Z,Skel107:LeftForeArm.X,Skel107:LeftForeArm.Y,Skel107:LeftForeArm.Z,Skel107:LeftHand.X,Skel107:LeftHand.Y,Skel107:LeftHand.Z,Skel107:LeftHandEnd.X,Skel107:LeftHandEnd.Y,Skel107:LeftHandEnd.Z,Skel107:RightShoulder.X,Skel107:RightShoulder.Y,Skel107:RightShoulder.Z,Skel107:RightArm.X,Skel107:RightArm.Y,Skel107:RightArm.Z,Skel107:RightForeArm.X,Skel107:RightForeArm.Y,Skel107:RightForeArm.Z,Skel107:RightHand.X,Skel107:RightHand.Y,Skel107:RightHand.Z,Skel107:RightHandEnd.X,Skel107:RightHandEnd.Y,Skel107:RightHandEnd.Z,Skel107:Neck.X,Skel107:Neck.Y,Skel107:Neck.Z,Skel107:Head.X,Skel107:Head.Y,Skel107:Head.Z,Skel107:HeadEnd.X,Skel107:HeadEnd.Y,Skel107:HeadEnd.Z,Skel107:RightUpLeg.X,Skel107:RightUpLeg.Y,Skel107:RightUpLeg.Z,Skel107:RightLeg.X,Skel107:RightLeg.Y,Skel107:RightLeg.Z,Skel107:RightFoot.X,Skel107:RightFoot.Y,Skel107:RightFoot.Z,Skel107:RightToeBase.X,Skel107:RightToeBase.Y,Skel107:RightToeBase.Z,Skel107:RightToeBaseEnd.X,Skel107:RightToeBaseEnd.Y,Skel107:RightToeBaseEnd.Z,Skel107:LeftUpLeg.X,Skel107:LeftUpLeg.Y,Skel107:LeftUpLeg.Z,Skel107:LeftLeg.X,Skel107:LeftLeg.Y,Skel107:LeftLeg.Z,Skel107:LeftFoot.X,Skel107:LeftFoot.Y,Skel107:LeftFoot.Z,Skel107:LeftToeBase.X,Skel107:LeftToeBase.Y,Skel107:LeftToeBase.Z,Skel107:LeftToeBaseEnd.X,Skel107:LeftToeBaseEnd.Y,Skel107:LeftToeBaseEnd.Z
0.0,2.812909,65.230667,72.998245,1.2543277688714012,83.93568172728172,72.91990173815616,-20.66337108502725,106.52839177524912,73.98425490290904,-20.66337108502725,106.52839177524912,73.98425490290904,-21.558071862415765,81.9945979519666,69.2627645496832,-12.742100904690567,65.80378827000852,52.3767840358025,-3.926129389253063,49.612978175932085,35.4908042082489,19.131506905041896,109.83450314127677,71.65245015316408,19.131506905041896,109.83450314127677,71.65245015316408,23.31495860474211,103.925869602875,47.72366452611754,23.328037914469576,105.72027966744123,22.788149262705787,23.341117224197042,107.51468973200747,-2.147366000705965,-0.7659320899926789,108.18144745826294,72.81835252803657,-3.2323219441562485,120.44276267361144,71.66479136105875,-5.698711793638962,132.7040778423066,70.51122919518075,13.659528943792498,66.13295014907017,72.63932869523406,33.739470077375984,56.36390386047698,34.69195792507625,1.9567500530343835,30.252655187982963,29.57695881703028,-0.9475516811870759,30.405595928669605,25.290463766653406,-3.8518529764643405,30.558536809188734,21.003969631067445,-8.0337109437925,64.32838385092982,73.35716130476594,-16.603371568878522,57.28479234365333,30.74742080879303,-25.109824462218402,49.781340343048406,-9.120364212522404,-25.191850813741034,47.13074924518553,-13.570087547748418,-25.27387714548259,44.480158541939275,-18.019809955479218
0.04,2.776137,65.270752,73.088448,1.2137064626066083,83.97520724149318,72.96575324327452,-20.709916190718864,106.56561384012227,73.95429635525626,-20.709916190718864,106.56561384012227,73.95429635525626,-21.652418924875683,82.02982286986145,69.25252540594633,-12.827576108010527,65.77993367120757,52.42804175000326,-4.0027338852387455,49.530045197975085,35.603557081797504,19.08682956008792,109.87488161229562,71.65913308052023,19.08682956008792,109.87488161229562,71.65913308052023,23.10315326733091,106.1218748467704,47.270937491330784,22.80008070819496,109.90594991871491,22.560839902009388,22.497008149059013,113.69002499065942,-2.1492576873120086,-0.8115433153154745,108.22024772620895,72.80671471788825,-3.334212746869833,120.4673180716234,71.62390451232342,-5.856882173380491,132.7143883680518,70.44109330797185,13.624280073586625,66.17493143890574,72.78455427309103,33.47836872513352,55.97497604078483,34.831724031097984,-1.4636568567476402,33.712176727608586,33.597045840548965,-4.584890644381719,34.71080213447448,29.585431927151724,-7.706124027910365,35.70942720726284,25.57381890610386,-8.072006073586625,64.36657256109426,73.39234172690897,-16.456268792485652,57.29479074933495,30.750398873046976,-24.784064774956367,49.76083671132879,-9.14934004696817,-24.88463983918053,47.11709522895987,-13.602756138164576,-24.985214888864128,44.473354372962426,-18.0561714395717
0.08,2.734196,65.330826,73.177681,1.1715307991175294,84.03493802871417,73.01287882832108,-20.753296331169278,106.62701696085995,73.93420550858765,-20.753296331169278,106.62701696085995,73.93420550858765,-21.76250748889382,82.08494236655658,69.27930836184277,-12.94583495623926,65.77070473113041,52.512915314237716,-4.129162017310101,49.45646723357571,35.74652234612038,19.045250713701638,109.93205036642917,71.6643140342506,19.045250713701638,109.93205036642917,71.6643140342506,22.81897655801952,108.52859842569045,46.990657720239,22.1697073837596,114.30172136766623,22.67503514880998,21.52043831683489,120.07484389880953,-1.6405875230267455,-0.8540228087338189,108.27953366364456,72.79925977141913,-3.4577621228258444,120.50632307019613,71.58279132509315,-6.0615014314031015,132.7331124250784,70.36632188011815,13.583379942757684,66.23490834365167,72.91321381468939,33.52033412176924,55.8522728453527,35.05347282431628,-3.329605453504513,36.96848540152507,36.9472363609879,-6.503388271340609,38.62757643981904,33.20465452456401,-9.67717036809664,40.28666730672882,29.46207338332693,-8.114987942757686,64.42674365634834,73.44214818531063,-16.289653228215574,57.2777085254921,30.772400191524746,-24.416364372499068,49.663068002870716,-9.15347651702664,-24.531800406841047,47.026977984521174,-13.611065909018942,-24.64723641706306,44.39088843558433,-18.068654418361852
0.12,2.687269,65.40699,73.259567,1.1245199497404486,84.11070651443191,73.05537830734379,-20.801093464987098,106.70438517358775,73.91681841307528,-20.801093464987098,106.70438517358775,73.91681841307528,-21.896022232557723,82.15087699586105,69.34228377442028,-13.117823743686484,65.76782504890468,52.62286870710085,-4.339624437962408,49.384773331666125,35.90345384355756,18.998807865004025,110.00519370996632,71.6645934844455,18.998807865004025,110.00519370996632,71.6645934844455,22.490663430014976,110.8899349490571,46.925471073718114,21.526032102618252,118.4727476940681,23.122730952540813,20.561400887793603,126.0555600387488,-0.6800093007313741,-0.9011427999915382,108.35478944177703,72.79070594876039,-3.601973030178418,120.55741281146702,71.5436566097118,-6.302803040508998,132.76003617425098,70.29660627087749,13.536982059418754,66.31086658935808,73.01701053340194,33.642279616040774,55.82439122367428,35.275096243725585,-4.208364594418612,39.395726124230784,39.21584631970856,-7.356294916446018,41.4681455150863,35.66225492415737,-10.504224779337413,43.54056424680634,32.108664193666804,-8.162444059418753,64.5031134106419,73.50212346659806,-16.143034961596797,57.23314722838559,30.816071760617994,-24.084969589517577,49.49242101759459,-9.12273953057121,-24.20915768276673,46.86455369844249,-13.584946374824007,-24.333345742132522,44.23668669132586,-18.04715224411274
0.16,2.628803,65.50827,73.342972,1.0631620293659947,84.211222163289,73.09550928094015,-20.866734667271363,106.80318697822376,73.8902889338003,-20.866734667271363,106.80318697822376,73.8902889338003,-22.083829194053965,82.23037554283418,69.45231427482999,-13.398913844521838,65.76348699203176,52.766577047278034,-4.713997645355628,49.296598919915965,36.080839789551874,18.934237121085832,110.10544176141141,71.65919995096948,18.934237121085832,110.10544176141141,71.65919995096948,22.1000422085048,113.38232028256765,47.07791143091714,20.84681908683097,122.75968389019287,23.937157692594614,19.593595544386286,132.13704738465634,0.7964039312028568,-0.9662487730927656,108.45431436981758,72.7747444423849,-3.788033157372297,120.6269833096186,71.50301457348317,-6.609817321741856,132.79965224266766,70.23128370480646,13.478595138875276,66.4134180276027,73.10884043158771,33.731795392726426,55.80226123768719,35.48102517821544,-4.703914334327379,41.19435126269262,40.716194630862745,-7.808426100179867,43.51380602158212,37.27896674088842,-10.912937335628298,45.83326047797366,33.84173967320786,-8.220989138875277,64.60312197239729,73.5771035684123,-16.021052584650697,57.15249540185951,30.888833239984187,-23.793330380631705,49.222976095127294,-9.046317150168065,-23.91912610978628,46.60515661943525,-13.51438114676468,-24.044921816672066,43.98733768751916,-17.982444304434544
0.2,2.563448,65.626869,73.421455,0.9901804869026551,84.32852319581436,73.12845544208095,-20.950073242163327,106.91298291397621,73.84703985881112,-20.950073242163327,106.91298291397621,73.84703985881112,-22.325370540624043,82.31391834402427,69.60503801720598,-13.796428591606455,65.75609021707287,52.9288430990412,-5.26748692075642,49.19826111414572,36.252649007657624,18.85184070981805,110.22688293895771,71.65028944433578,18.85184070981805,110.22688293895771,71.65028944433578,21.692769164063563,115.76059751825606,47.436509721361524,20.215371505976613,126.76948037827451,25.039594881717395,18.737973847889663,137.77836323829294,2.642680042073266,-1.0491162661726392,108.56993292646698,72.74866465157345,-4.0041356347449355,120.70981682411104,71.46620117376922,-6.95915478350911,132.84970071648638,70.1837366961587,13.41285940343369,66.53585933103328,73.18458208653989,33.72429982742043,55.74902147781318,35.63820054695799,-5.046780932321973,42.3166923207813,41.509967350612534,-8.119179221888077,44.750622761636016,38.1234129645409,-11.191576941722241,47.18455259657769,34.73685915412615,-8.285963403433687,64.71787866896672,73.6583279134601,-15.944015907466293,57.03762877128941,30.985043026550017,-23.58563693414107,48.867945071952875,-8.926906457223545,-23.703742775430367,46.26140583574856,-13.40176997143823,-23.821848595787348,43.65486714120473,-17.876632645324385
0.24,2.492408,65.762657,73.496361,0.9059341422161347,84.46236344642224,73.15435429724143,-21.05202860523048,107.0323663418897,73.780261080536,-21.05202860523048,107.0323663418897,73.780261080536,-22.62928895309571,82.40131214955944,69.80239492271438,-14.316508686098393,65.7526845835713,53.107459031803046,-6.003728963235645,49.10405672716847,36.41252315956413,18.751066644739137,110.37013058786518,71.64181810487973,18.751066644739137,110.37013058786518,71.64181810487973,21.27243794044668,118.04673500774997,47.98357574899481,19.62963891589646,130.57097226284262,26.409408498714065,17.98684006573578,143.09520878427898,4.835240809251957,-1.1504809802456752,108.70124846487744,72.71103959270786,-4.251286770973396,120.80548818717223,71.4358857658198,-7.352092342221173,132.90972790734108,70.16073093904176,13.34102709174265,66.67854175147778,73.24994889744124,33.61524739785073,55.652470227267656,35.75297585417976,-5.370932784831986,42.969323964653746,41.86177040812866,-8.425335739238715,45.44511888147602,38.48931412636348,-11.479738319410345,47.920913187672646,35.11685859178022,-8.356211091742647,64.84677224852223,73.74277310255874,-15.908270617852388,56.884962147194834,31.102214634016406,-23.455437608173245,48.42173346931367,-8.76651805243749,-23.555291441870754,45.82765442410357,-13.249060006459422,-23.655145254780628,43.233575839984404,-17.73160107337199
0.28,2.416713,65.920853,73.568748,0.8104084180969631,84.61780465697042,73.17292809701722,-21.174231660625658,107.16482352361807,73.67934576761675,-21.174231660625658,107.16482352361807,73.67934576761675,-23.01537294549227,82.49726363848949,70.05695869791327,-14.970570331482566,65.75960710165347,53.31981424144958,-6.925767503639889,49.021951287361574,36.58266916519971,18.630808588783374,110.5414142378218,71.6403739944722,18.630808588783374,110.5414142378218,71.6403739944722,20.83656375029322,120.31177445087872,48.73459512811214,19.091914381897055,134.30748778288088,28.092981651695823,17.347265361887818,148.30320188259782,7.451368666370147,-1.2717115359211402,108.85311888071993,72.65985988104447,-4.539177739412715,120.91689355543988,71.41782997180592,-7.8066437241187145,132.98066823360094,70.17579906252885,13.26413278737074,66.84729167384626,73.3093345459161,33.405727343230886,55.50309461897884,35.83578905563238,-5.729108996592174,43.282463717605175,41.93682013943052,-8.77591679086344,45.76339602469878,38.5612703467514,-11.822724056797417,48.244327767540724,35.185721195471395,-8.43070678737074,64.99441432615373,73.8281614540839,-15.907496283309762,56.67829984344293,31.24200045748143,-23.390447577158874,47.84958669067147,-8.55952060965592,-23.45760389080996,45.268934767889036,-13.050414165892262,-23.524760192484177,42.68828338191606,-17.54130687851825
0.32,2.349573,66.079781,73.630241,0.7210546133172233,84.77367314876655,73.18390786987264,-21.293657186403955,107.29388909547956,73.55974840742458,-21.293657186403955,107.29388909547956,73.55974840742458,-23.422755464066366,82.59536912134132,70.32709444958292,-15.615546762706895,65.7694825840322,53.5659180431663,-7.808338061347424,48.943596046723094,36.80474163674968,18.51393886191913,110.71615411214107,71.65097942997676,18.51393886191913,110.71615411214107,71.65097942997676,20.417934251305695,122.32598379382678,49.59227012232587,18.640533380843912,137.60186479147484,29.882163428262114,16.863132545945263,152.87774613440138,10.172056998591827,-1.3898591622424115,109.00502160381032,72.60536391870068,-4.828094827246831,121.02666665654537,71.41699578265884,-8.266330485075757,133.04831165991104,70.2286266478622,13.195688548524265,67.0181765763572,73.35951743188406,33.156985380961856,55.33097847723293,35.89490374051091,-6.0802170889480465,43.38892062671077,41.889151974267506,-9.124235564832688,45.863953117417104,38.506761556398814,-12.168253388391275,48.33898498832342,35.12437162781996,-8.496542548524266,65.14138542364279,73.90096456811594,-15.920881630848745,56.443067755468185,31.382031037053892,-23.359010616095766,47.22543517921329,-8.339641915451622,-23.383703542552176,44.65643310421544,-12.837643454858734,-23.408396464522205,42.08743156384218,-17.33564414919621
0.36,2.290734,66.247772,73.684425,0.6380298240684565,84.93832122752994,73.18962448598711,-21.40965016518274,107.4282400973432,73.41826031394731,-21.40965016518274,107.4282400973432,73.41826031394731,-23.858821533095025,82.70669012274232,70.6170951164074,-16.26902582242231,65.73170157641877,53.90647678785837,-8.679230111749597,48.756713030095234,37.195858459309335,18.40118195202396,110.90243293054921,71.67825160900237,18.40118195202396,110.90243293054921,71.67825160900237,19.97844601221249,124.25099542456991,50.59915965921333,18.2456249956439,140.69114413974523,31.844991014683732,16.512803813099467,157.13129254399678,13.0908221129299,-1.5042341065793923,109.1653365139462,72.54825596147484,-5.133333688132474,121.13801687270286,71.4355141481908,-8.76243368222126,133.11069706131516,70.32277133856891,13.13549947961474,67.19933730099558,73.40570440496316,32.87842995823604,55.1344694036231,35.94509965250411,-6.439696408479776,43.387055196554726,41.791894818776825,-9.48174714611889,45.852775742207776,38.4009438089799,-12.523797266104403,48.31849572007244,35.009993358243236,-8.55403147961474,65.29620669900441,73.96314559503685,-15.93093979479577,56.16401149855704,31.527011414187868,-23.322086366774947,46.507877568395244,-8.099139611771164,-23.292813790055806,43.94797654042716,-12.602299512743944,-23.263541221981964,41.38807580959403,-17.10545843356101
