0.000000000000000000e+00,4.180706872906581140e+01,5.448847454507571797e+01,9.578397631122396660e+01
1.000862812769628962e-02,4.184880142856057716e+01,5.445649682770653044e+01,9.580084113427167836e+01
2.001725625539257925e-02,4.189053412805534293e+01,5.442451911033737133e+01,9.581770595731940432e+01
3.002588438308886887e-02,4.193226682755010870e+01,5.439254139296818380e+01,9.583457078036711607e+01
4.003451251078515849e-02,4.197395626579094596e+01,5.436061514983589404e+01,9.585140895412381212e+01
5.004314063848144811e-02,4.200314320164571313e+01,5.434356496116103585e+01,9.586054548277456888e+01
6.005176876617773774e-02,4.203233013750048741e+01,5.432651477248617766e+01,9.586968201142533985e+01
7.006039689387402736e-02,4.206151707335526169e+01,5.430946458381131947e+01,9.587881854007609661e+01
8.006902502157031698e-02,4.209065365955979843e+01,5.429236906262707407e+01,9.588780219482367784e+01
9.007765314926660660e-02,4.211253989613039295e+01,5.426874566009180967e+01,9.587477200751094131e+01
1.000862812769628962e-01,4.213442613270098747e+01,5.424512225755654526e+01,9.586174182019820478e+01
1.100949094046591858e-01,4.215631236927158909e+01,5.422149885502128086e+01,9.584871163288546825e+01
1.201035375323554755e-01,4.217784532507399575e+01,5.419739457112680725e+01,9.583554820994187651e+01
1.301121656600517651e-01,4.216558108738644961e+01,5.412728597053421709e+01,9.580963857831409314e+01
1.401207937877480547e-01,4.215331684969889636e+01,5.405717736994162692e+01,9.578372894668629556e+01
1.501294219154443443e-01,4.214105261201134311e+01,5.398706876934903676e+01,9.575781931505849798e+01
1.601380500431406340e-01,4.212883287677817634e+01,5.391740500121829882e+01,9.573188491836026515e+01
1.701466781708369236e-01,4.211979506703324461e+01,5.387954675410946948e+01,9.570417981912605399e+01
1.801553062985332132e-01,4.211075725728831287e+01,5.384168850700066855e+01,9.567647471989182861e+01
1.901639344262295028e-01,4.210171944754338114e+01,5.380383025989183921e+01,9.564876962065760324e+01
2.001725625539257925e-01,4.209279808045381799e+01,5.376693558656054961e+01,9.562120763409109259e+01
2.101811906816220821e-01,4.209051394472025720e+01,5.378496461854894051e+01,9.560180306958355345e+01
2.201898188093183717e-01,4.208822980898668931e+01,5.380299365053735983e+01,9.558239850507602853e+01
2.301984469370146613e-01,4.208594567325312141e+01,5.382102268252575072e+01,9.556299394056848939e+01
2.402070750647109509e-01,4.208359334225222881e+01,5.383910719294138403e+01,9.554394158351972521e+01
2.502157031924072683e-01,4.207801310193116251e+01,5.385981768224590382e+01,9.554156037951938174e+01
2.602243313201035302e-01,4.207243286161008911e+01,5.388052817155039520e+01,9.553917917551903827e+01
2.702329594477997921e-01,4.206685262128902281e+01,5.390123866085488658e+01,9.553679797151869479e+01
2.802415875754961094e-01,4.206118420679571557e+01,5.392192553501573116e+01,9.553479965381647787e+01
2.902502157031924268e-01,4.205195103648166821e+01,5.394165768265423822e+01,9.554828088216726201e+01
3.002588438308886887e-01,4.204271786616762085e+01,5.396138983029277369e+01,9.556176211051806035e+01
3.102674719585849505e-01,4.203348469585357350e+01,5.398112197793130917e+01,9.557524333886884449e+01
3.202761000862812679e-01,4.202420232621030038e+01,5.400102981403307467e+01,9.558902860593900641e+01
3.302847282139775853e-01,4.201318568021197564e+01,5.402713066846411039e+01,9.561353123786710739e+01
3.402933563416738472e-01,4.200216903421365089e+01,5.405323152289517452e+01,9.563803386979522259e+01
3.503019844693701090e-01,4.199115238821532614e+01,5.407933237732621023e+01,9.566253650172332357e+01
3.603106125970664264e-01,4.198013116246111309e+01,5.410540652069704493e+01,9.568722046316671026e+01
3.703192407247627438e-01,4.196896694655069382e+01,5.413064668541016999e+01,9.571756593503143051e+01
3.803278688524590057e-01,4.195780273064027455e+01,5.415588685012326664e+01,9.574791140689616498e+01
3.903364969801552675e-01,4.194663851472986238e+01,5.418112701483639171e+01,9.577825687876089944e+01
4.003451251078515849e-01,4.193556096890620921e+01,5.420646275213610465e+01,9.580866118057706160e+01
4.103537532355479023e-01,4.192691018551192172e+01,5.423447452186113082e+01,9.584071272103298611e+01
4.203623813632441641e-01,4.191825940211763424e+01,5.426248629158615699e+01,9.587276426148892483e+01
4.303710094909404260e-01,4.190960861872334675e+01,5.429049806131115474e+01,9.590481580194486355e+01
4.403796376186367434e-01,4.190115758961292869e+01,5.431838472118624850e+01,9.593682030838328956e+01
4.503882657463330608e-01,4.189777305552074438e+01,5.434309814032184249e+01,9.596763186110484867e+01
4.603968938740293226e-01,4.189438852142855296e+01,5.436781155945743649e+01,9.599844341382640778e+01
4.704055220017255845e-01,4.189100398733636865e+01,5.439252497859303048e+01,9.602925496654796689e+01
4.804141501294219019e-01,4.188755619998313762e+01,5.441753685512330208e+01,9.606017792960732038e+01
4.904227782571182193e-01,4.188264304541571192e+01,5.444946299463063610e+01,9.609368189882549416e+01
5.004314063848145366e-01,4.187772989084827913e+01,5.448138913413797013e+01,9.612718586804366794e+01
5.104400345125107430e-01,4.187281673628085343e+01,5.451331527364530416e+01,9.616068983726184172e+01
5.204486626402070604e-01,4.186717649534660524e+01,5.454650261191733307e+01,9.619451107033329151e+01
5.304572907679033777e-01,4.184604372182705845e+01,5.460656318540600296e+01,9.623509246397080119e+01
5.404659188955995841e-01,4.182491094830751877e+01,5.466662375889464442e+01,9.627567385760829666e+01
5.504745470232959015e-01,4.180377817478797198e+01,5.472668433238331431e+01,9.631625525124579212e+01
5.604831751509922189e-01,4.178222544533173277e+01,5.478700967941713884e+01,9.635762863687746460e+01
5.704918032786885362e-01,4.175239358455210237e+01,5.485255484777002266e+01,9.641461557896555234e+01
5.805004314063848536e-01,4.172256172377247196e+01,5.491810001612287806e+01,9.647160252105365430e+01
5.905090595340810600e-01,4.169272986299284867e+01,5.498364518447576188e+01,9.652858946314174204e+01
6.005176876617773774e-01,4.166310720912171917e+01,5.504837307068785890e+01,9.658699760198641115e+01
6.105263157894736947e-01,4.163732001523973736e+01,5.509811745098593860e+01,9.667146101470166286e+01
6.205349439171699011e-01,4.161153282135774845e+01,5.514786183128404673e+01,9.675592442741691457e+01
6.305435720448662185e-01,4.158574562747576664e+01,5.519760621158215486e+01,9.684038784013218049e+01
6.405522001725625358e-01,4.155962673462688883e+01,5.524794919462240728e+01,9.692695915452091526e+01
6.505608283002588532e-01,4.152782749696991971e+01,5.530854324962209034e+01,9.704962828506818084e+01
6.605694564279551706e-01,4.149602825931295058e+01,5.536913730462177341e+01,9.717229741561543221e+01
6.705780845556513770e-01,4.146422902165597435e+01,5.542973135962145648e+01,9.729496654616268358e+01
6.805867126833476943e-01,4.142902906684657438e+01,5.549634200313528254e+01,9.742026861234474211e+01
6.905953408110440117e-01,4.133921759541277652e+01,5.565957197984693039e+01,9.758785252725054704e+01
7.006039689387402181e-01,4.124940612397897866e+01,5.582280195655857824e+01,9.775543644215635197e+01
7.106125970664365354e-01,4.115959465254518790e+01,5.598603193327022609e+01,9.792302035706215690e+01
7.206212251941328528e-01,4.106833450828254684e+01,5.615130444599489579e+01,9.809239770413742576e+01
7.306298533218291702e-01,4.095518330793956352e+01,5.634744194736086342e+01,9.828887580399587875e+01
7.406384814495254876e-01,4.084203210759658020e+01,5.654357944872685948e+01,9.848535390385431754e+01
7.506471095772216939e-01,4.072888090725359689e+01,5.673971695009282712e+01,9.868183200371275632e+01
7.606557377049180113e-01,4.061514124627449718e+01,5.694078603716195630e+01,9.887921580692349721e+01
7.706643658326143287e-01,4.049300827832756511e+01,5.721219510978673384e+01,9.908951780005367027e+01
7.806729939603105350e-01,4.037087531038063304e+01,5.748360418241151137e+01,9.929981979318384333e+01
7.906816220880068524e-01,4.024874234243369386e+01,5.775501325503628891e+01,9.951012178631401639e+01
8.006902502157031698e-01,4.012696930098756098e+01,5.803192565115188017e+01,9.971977128860753226e+01
8.106988783433994872e-01,4.001005526730215678e+01,5.838313291439328623e+01,9.992061216460621154e+01
8.207075064710958046e-01,3.989314123361675968e+01,5.873434017763466386e+01,1.001214530406048908e+02
8.307161345987920109e-01,3.977622719993135547e+01,5.908554744087606991e+01,1.003222939166035559e+02
8.407247627264883283e-01,3.966053683276006581e+01,5.944029075977931598e+01,1.005196058446385337e+02
8.507333908541846457e-01,3.956052105093614557e+01,5.984032926787489259e+01,1.006717136297098278e+02
8.607420189818808520e-01,3.946050526911222533e+01,6.024036777597044079e+01,1.008238214147811220e+02
8.707506471095771694e-01,3.936048948728830510e+01,6.064040628406601741e+01,1.009759291998524162e+02
8.807592752372734868e-01,3.926131550893316557e+01,6.104581187479868731e+01,1.011240569428939295e+02
8.907679033649698042e-01,3.917239622737948679e+01,6.151659829038348448e+01,1.012237005375726113e+02
9.007765314926661215e-01,3.908347694582580800e+01,6.198738470596828165e+01,1.013233441322512931e+02
9.107851596203623279e-01,3.899455766427212922e+01,6.245817112155307882e+01,1.014229877269299891e+02
9.207937877480586453e-01,3.890729828005233770e+01,6.293165214473503966e+01,1.015125954242714243e+02
9.308024158757549626e-01,3.883930813879543820e+01,6.343641404741433121e+01,1.014856994438281532e+02
9.408110440034511690e-01,3.877131799753853869e+01,6.394117595009362276e+01,1.014588034633848821e+02
9.508196721311474864e-01,3.870332785628163919e+01,6.444593785277294273e+01,1.014319074829416110e+02
9.608283002588438038e-01,3.863969100271887669e+01,6.495241768004382266e+01,1.014004266694146565e+02
9.708369283865401211e-01,3.862430308776606580e+01,6.547793783820483782e+01,1.013181306225436487e+02
9.808455565142364385e-01,3.860891517281326202e+01,6.600345799636582456e+01,1.012358345756726408e+02
9.908541846419326449e-01,3.859352725786045113e+01,6.652897815452681129e+01,1.011535385288016471e+02
1.000862812769629073e+00,3.857944403083720175e+01,6.706488365092485537e+01,1.010822982720083587e+02
1.010871440897325169e+00,3.857919049586725180e+01,6.771087373263526388e+01,1.011282493900389454e+02
1.020880069025021486e+00,3.857893696089729474e+01,6.835686381434567238e+01,1.011742005080695321e+02
1.030888697152717803e+00,3.857868342592733768e+01,6.900285389605610931e+01,1.012201516261001046e+02
1.040897325280414121e+00,3.858591964529121299e+01,6.963865496884130835e+01,1.012655325061280962e+02
1.050905953408110438e+00,3.866920567789087926e+01,7.017099841253988757e+01,1.013051232772066754e+02
1.060914581535806755e+00,3.875249171049054553e+01,7.070334185623846679e+01,1.013447140482852404e+02
1.070923209663503073e+00,3.883577774309021180e+01,7.123568529993701759e+01,1.013843048193638054e+02
1.080931837791199168e+00,3.892730565726229486e+01,7.175881932380630701e+01,1.014212778523822749e+02
1.090940465918895486e+00,3.909911560304723110e+01,7.219224677674614554e+01,1.014327521776300216e+02
1.100949094046591803e+00,3.927092554883216025e+01,7.262567422968595565e+01,1.014442265028777825e+02
1.110957722174288120e+00,3.944273549461709649e+01,7.305910168262579418e+01,1.014557008281255293e+02
1.120966350301984438e+00,3.961772729277025462e+01,7.348675211611885061e+01,1.014667514955483512e+02
1.130974978429680755e+00,3.982249213808326260e+01,7.386034615336001252e+01,1.014738379361808001e+02
1.140983606557377072e+00,4.002725698339627058e+01,7.423394019060117444e+01,1.014809243768132347e+02
1.150992234685073390e+00,4.023202182870927857e+01,7.460753422784233635e+01,1.014880108174456836e+02
1.161000862812769707e+00,4.043738865043084019e+01,7.497768866210384431e+01,1.014984400587089368e+02
1.171009490940465803e+00,4.064817325982934904e+01,7.531688666954869404e+01,1.015389545056494995e+02
1.181018119068162120e+00,4.085895786922787210e+01,7.565608467699354378e+01,1.015794689525900480e+02
1.191026747195858437e+00,4.106974247862638805e+01,7.599528268443836510e+01,1.016199833995306108e+02
1.201035375323554755e+00,4.128433798740950067e+01,7.632895632924157781e+01,1.016689835032649114e+02
1.211044003451251072e+00,4.153196129085910826e+01,7.661475216448371839e+01,1.017915259658782219e+02
1.221052631578947389e+00,4.177958459430871585e+01,7.690054799972588739e+01,1.019140684284915466e+02
1.231061259706643707e+00,4.202720789775832344e+01,7.718634383496805640e+01,1.020366108911048570e+02
1.241069887834339802e+00,4.227201946708498070e+01,7.746973367935495958e+01,1.021723577637523590e+02
1.251078515962036120e+00,4.249333945131993318e+01,7.773302185820901400e+01,1.024184253524919370e+02
1.261087144089732437e+00,4.271465943555488565e+01,7.799631003706306842e+01,1.026644929412315008e+02
1.271095772217428754e+00,4.293597941978983812e+01,7.825959821591715126e+01,1.029105605299710788e+02
1.281104400345125072e+00,4.315334808411941481e+01,7.852581548856605309e+01,1.031695486433110602e+02
1.291113028472821389e+00,4.333885923171187216e+01,7.881564857993583928e+01,1.035327084862417877e+02
1.301121656600517706e+00,4.352437037930432950e+01,7.910548167130562547e+01,1.038958683291725293e+02
1.311130284728214024e+00,4.370988152689677975e+01,7.939531476267538324e+01,1.042590281721032568e+02
1.321138912855910341e+00,4.388905324251494733e+01,7.968902222613510844e+01,1.046287921109586563e+02
1.331147540983606437e+00,4.401885423033328948e+01,8.001290282981034352e+01,1.050499879483787993e+02
1.341156169111302754e+00,4.414865521815164584e+01,8.033678343348560702e+01,1.054711837857989565e+02
1.351164797238999071e+00,4.427845620597000220e+01,8.066066403716084210e+01,1.058923796232191279e+02
1.361173425366695389e+00,4.440247677540398286e+01,8.099081914494053080e+01,1.063141997153301190e+02
1.371182053494391706e+00,4.448297419464975633e+01,8.136821757774166031e+01,1.067407200780545509e+02
1.381190681622088023e+00,4.456347161389554401e+01,8.174561601054278981e+01,1.071672404407789685e+02
1.391199309749784341e+00,4.464396903314131748e+01,8.212301444334391931e+01,1.075937608035034003e+02
1.401207937877480436e+00,4.472171097563864350e+01,8.250656046164613144e+01,1.080151307974836072e+02
1.411216566005176754e+00,4.477937730182577525e+01,8.293489603145630440e+01,1.083989766763275213e+02
1.421225194132873071e+00,4.483704362801289278e+01,8.336323160126647736e+01,1.087828225551714354e+02
1.431233822260569388e+00,4.489470995420001032e+01,8.379156717107667873e+01,1.091666684340153353e+02
1.441242450388265706e+00,4.495019513871611139e+01,8.422248423641801196e+01,1.095393044379001566e+02
1.451251078515962023e+00,4.499029115699774195e+01,8.467161518689584909e+01,1.098328485462402568e+02
1.461259706643658340e+00,4.503038717527937251e+01,8.512074613737371465e+01,1.101263926545803429e+02
1.471268334771354658e+00,4.507048319356100308e+01,8.556987708785155178e+01,1.104199367629204431e+02
1.481276962899050975e+00,4.510606379946895572e+01,8.602086182888575649e+01,1.107047913988163117e+02
1.491285591026747070e+00,4.511076874779473656e+01,8.648452248912957430e+01,1.109302288312422462e+02
1.501294219154443388e+00,4.511547369612051739e+01,8.694818314937339210e+01,1.111556662636681807e+02
1.511302847282139705e+00,4.512017864444629822e+01,8.741184380961718148e+01,1.113811036960941152e+02
1.521311475409836023e+00,4.512082060666234895e+01,8.787279171961819202e+01,1.115992073668185327e+02
1.531320103537532340e+00,4.509451855572956447e+01,8.831574981221942267e+01,1.117686766178381390e+02
1.541328731665228657e+00,4.506821650479677999e+01,8.875870790482065331e+01,1.119381458688577453e+02
1.551337359792924975e+00,4.504191445386400972e+01,8.920166599742185554e+01,1.121076151198773374e+02
1.561345987920621070e+00,4.501214220087111073e+01,8.964012010975284284e+01,1.122739459510137436e+02
