0.0305211,-1.4552998322962076,-171.46727917414444
0.0634144,-1.51983147145608,-171.33974928893943
0.0964385,-1.5146545538388814,-171.31760779836063
0.1304465,-1.5489321434916337,-171.28819059199077
0.1635333,-1.5482337001929392,-171.2265340186521
0.1965083,-1.5784914637051417,-171.21876373670534
0.2305492,-1.5640835484087665,-171.18463453586844
0.2634098,-1.5628953993112917,-171.18551624427778
0.2964978,-1.4758773968978212,-171.334008646867
0.330411,-1.3804765395683471,-171.42738297335003
0.3634002,-1.4073535999214366,-171.2668973925366
0.3965189,-1.313058066799782,-171.44412402980663
0.4304763,-1.3018612855326774,-171.5836196898692
0.4634441,-1.263579592662925,-171.69027698453436
0.4965108,-1.3295174744420728,-171.4929747889168
0.5303842,-1.327492620111189,-171.61264834702257
0.5634912,-1.3994506038603856,-171.41665499531194
0.5964722,-1.3549993727829988,-171.56576725560828
0.6304817,-1.3474970686848873,-171.66970397671722
0.6634079,-1.3518211176099726,-171.75671027604628
0.6964495,-1.3542920729474095,-171.84212167921177
0.7304066,-1.3328728734741082,-171.90235329396708
0.7634892,-1.3481607587884685,-171.94582083614952
0.8305263,-1.3699011444761584,-171.99267978336133
0.8634259,-1.3483541397817496,-172.01392803000127
0.8964733,-1.3563884272491769,-172.07155508802688
0.9304459,-1.3387537753628813,-172.10025483046186
0.963476,-1.330694977697002,-172.10644424911362
0.996527,-1.3273418683298508,-172.13165063924546
1.030543,-1.3192797217228616,-172.13068483176932
1.0634692,-1.335270505908983,-172.14700590352814
1.09651,-1.4817052148801222,-171.94023198603696
1.1304349,-1.4597800021039367,-171.96751815425137
1.1634079,-1.4420323411074654,-172.00989462248344
1.1964758,-1.429512366659798,-172.05575457338676
1.2306084,-1.4130516058328348,-172.08010254590312
1.2633898,-1.3946520590784626,-172.0826641109647
1.2965709,-1.4237650821589627,-172.08817798638705
1.3304107,-1.53016569970967,-171.84449295243184
1.3634306,-1.4928753085952415,-171.893770904961
1.396544,-1.6065968778899429,-171.67571838439287
1.4305237,-1.5834065429611397,-171.76021691882875
1.463463,-1.5332771883319671,-171.82223509457341
1.4965143,-1.5038584930358028,-171.88566158228727
1.5304227,-1.5104385655549413,-171.94382305276656
1.5634272,-1.5716029838502503,-171.85043421229108
1.5964628,-1.6458557294870273,-171.72254221155342
1.6304771,-1.6278134207912616,-171.81900383216515
1.6634469,-1.596820126789934,-171.89484334670414
1.696473,-1.6292887629054564,-171.73479324811134
1.7303746,-1.6644545288787427,-171.58608012697167
1.7634312,-1.573549671240571,-171.7528977471486
1.7965176,-1.6416655092949335,-171.60926205109737
1.8305068,-1.607177734759708,-171.74040496456533
1.8634253,-1.6658322728042219,-171.6356684520915
1.8965113,-1.6442531700291942,-171.57962916514518
1.9304452,-1.5987007994928581,-171.68170686230889
1.9634473,-1.5334397411421372,-171.76645332294305
1.996465,-1.5188775598944124,-171.87897989245596
2.0304901,-1.531880611080205,-171.82521520021893
2.0633898,-1.5693427145762067,-171.6862986768761
2.0964858,-1.5406447403454606,-171.57774605479884
2.1304172,-1.5695186165514197,-171.4819639774619
2.1633985,-1.498967483445639,-171.65589362549375
2.196474,-1.4631383831524225,-171.72465067549763
2.2304589,-1.4160152413455702,-171.81329471389967
2.2634189,-1.3834159218558935,-171.88540010050022
2.296473,-1.4414485260854561,-171.71284620140761
2.3304471,-1.450355754008062,-171.62333565777377
2.3634461,-1.545524338403167,-171.48682860376655
