5.130451400000000106e+00,-1.716854079356129716e+02
5.163453299999999579e+00,-1.716617329223086017e+02
5.196514299999999587e+00,-1.716322293071319791e+02
5.230507000000000239e+00,-1.715972301750117595e+02
5.263485000000000191e+00,-1.715565621900556721e+02
5.296466299999999627e+00,-1.715100341713512648e+02
5.330407499999999743e+00,-1.714572605198507063e+02
5.363405300000000153e+00,-1.713976026769848886e+02
5.396469699999999925e+00,-1.713308396792394319e+02
5.430475699999999684e+00,-1.712567193270764676e+02
5.463400299999999987e+00,-1.711741481017442936e+02
5.496484800000000170e+00,-1.710819454302375391e+02
5.530436700000000094e+00,-1.709800198577852086e+02
5.563436300000000223e+00,-1.708686064149594301e+02
5.596483899999999956e+00,-1.707474581380392920e+02
5.630516100000000357e+00,-1.706162849203312533e+02
5.663415399999999877e+00,-1.704752547071857975e+02
5.696483899999999601e+00,-1.703248988274671376e+02
5.730411900000000003e+00,-1.701658020266740152e+02
5.763502700000000090e+00,-1.699988345473576317e+02
5.796488100000000365e+00,-1.698253072583409278e+02
5.830496899999999982e+00,-1.696467019283163893e+02
5.863438900000000231e+00,-1.694643467153349263e+02
5.896558299999999697e+00,-1.692796558125960757e+02
5.930448499999999790e+00,-1.690938255932052812e+02
5.963459300000000241e+00,-1.689074729123954342e+02
5.996439800000000098e+00,-1.687214659595833552e+02
6.030527099999999585e+00,-1.685367679245322847e+02
6.063380999999999688e+00,-1.683540673885474064e+02
6.096439499999999789e+00,-1.681744796881151558e+02
6.130407400000000173e+00,-1.679993483338207909e+02
6.163413399999999598e+00,-1.678296780235082508e+02
6.196451399999999943e+00,-1.676662242955143824e+02
6.230448899999999846e+00,-1.675096420553238943e+02
6.263398399999999810e+00,-1.673604217969800345e+02
6.296507400000000310e+00,-1.672188110060919826e+02
6.330404599999999604e+00,-1.670849849561696487e+02
6.363519600000000054e+00,-1.669593329505586894e+02
6.396509599999999907e+00,-1.668426044991267645e+02
6.430531900000000078e+00,-1.667356147700591578e+02
6.463381000000000043e+00,-1.666389680980655612e+02
6.496532700000000382e+00,-1.665532781716162276e+02
6.530427600000000332e+00,-1.664791929871689717e+02
6.563455900000000121e+00,-1.664170590337208750e+02
6.596507700000000085e+00,-1.663680183111225404e+02
6.630496400000000179e+00,-1.663344484029656485e+02
6.663463600000000042e+00,-1.663179620973352257e+02
6.696508399999999916e+00,-1.663189104308848982e+02
6.730445600000000361e+00,-1.663374435736012629e+02
6.763445800000000396e+00,-1.663721997293917241e+02
6.796468599999999860e+00,-1.664192634412232508e+02
6.830538299999999730e+00,-1.664747678389604744e+02
6.863398100000000390e+00,-1.665363098200527645e+02
6.896469100000000019e+00,-1.666022453166192179e+02
6.930402299999999904e+00,-1.666740137444992342e+02
6.963448200000000199e+00,-1.667550693464217488e+02
6.996478399999999986e+00,-1.668463134024216572e+02
7.030485299999999604e+00,-1.669463500796447875e+02
7.063447700000000218e+00,-1.670514429219303452e+02
7.130415799999999749e+00,-1.671579111934118202e+02
7.163499700000000026e+00,-1.672653967713060865e+02
7.196573199999999559e+00,-1.673746014471152819e+02
7.230518499999999626e+00,-1.674855628810415737e+02
7.263446599999999975e+00,-1.676021560643181374e+02
7.296508399999999561e+00,-1.677310172219701201e+02
7.330410699999999835e+00,-1.678724154438842220e+02
7.363400600000000296e+00,-1.680223521646427685e+02
7.396461799999999975e+00,-1.681780903778041250e+02
7.430492400000000330e+00,-1.683377590838098001e+02
7.463444100000000248e+00,-1.685070783737960198e+02
7.496482099999999704e+00,-1.686976283193323525e+02
7.530423599999999773e+00,-1.689103409010653820e+02
7.563434899999999850e+00,-1.691367525748917160e+02
7.596523999999999610e+00,-1.693694362586214481e+02
7.630448699999999640e+00,-1.696030297549788202e+02
7.663398899999999792e+00,-1.698344728350105299e+02
7.696465700000000076e+00,-1.700624264386517552e+02
7.730407500000000098e+00,-1.702854994969260360e+02
7.763431800000000216e+00,-1.705023541470934845e+02
7.796518100000000118e+00,-1.707119091379389602e+02
7.830492200000000125e+00,-1.709127371152241039e+02
7.863447700000000040e+00,-1.711028122487915937e+02
7.896525099999999853e+00,-1.712794614343715409e+02
7.930469600000000341e+00,-1.714404654605334599e+02
7.963444599999999873e+00,-1.715846938090778337e+02
7.996503699999999881e+00,-1.717109894514961752e+02
8.030571899999999985e+00,-1.718175057217172821e+02
8.063500400000000568e+00,-1.719018270298298887e+02
8.096507900000000646e+00,-1.719632383440535932e+02
8.130451300000000714e+00,-1.720048144760395132e+02
8.163442699999999164e+00,-1.720306792937451235e+02
8.196514799999999212e+00,-1.720437943616463770e+02
